user_idx,window_number,method,family,historical_weight,shift_signal,historical_loss,online_loss,method_loss,historical_coverage,online_coverage,expected_coverage
802,13,OnlineOnly,online,0.0,0.2648070684374438,0.604,0.33599999999999997,0.33599999999999997,0.396,0.664,0.664
802,13,StaticMixture,static,0.25,0.2648070684374438,0.604,0.33599999999999997,0.403,0.396,0.664,0.597
802,13,Hedge,hedge,4.5397868702434395e-05,0.2648070684374438,0.604,0.33599999999999997,0.3360121666288122,0.396,0.664,0.6639878333711877
802,13,ShiftAwareAdaptiveTrust,shift,0.4234729828743649,0.2648070684374438,0.604,0.33599999999999997,0.4494907594103298,0.396,0.664,0.5505092405896702
802,14,PredictionOnly,prediction,1.0,0.2551677602536009,0.812,0.31599999999999995,0.812,0.188,0.684,0.18799999999999994
802,14,OnlineOnly,online,0.0,0.2551677602536009,0.812,0.31599999999999995,0.31599999999999995,0.188,0.684,0.684
802,14,StaticMixture,static,0.25,0.2551677602536009,0.812,0.31599999999999995,0.43999999999999995,0.188,0.684,0.56
802,14,Hedge,hedge,2.656206302029023e-05,0.2551677602536009,0.812,0.31599999999999995,0.316013174783258,0.188,0.684,0.683986825216742
802,14,ShiftAwareAdaptiveTrust,shift,0.4492080001209353,0.2551677602536009,0.812,0.31599999999999995,0.538807168059984,0.188,0.684,0.46119283194001603
802,15,PredictionOnly,prediction,1.0,0.24847728394605942,0.524,0.18799999999999994,0.524,0.476,0.812,0.476
802,15,OnlineOnly,online,0.0,0.24847728394605942,0.524,0.18799999999999994,0.18799999999999994,0.476,0.812,0.812
802,15,StaticMixture,static,0.25,0.24847728394605942,0.524,0.18799999999999994,0.27199999999999996,0.476,0.812,0.728
802,15,Hedge,hedge,9.850288140784091e-06,0.24847728394605942,0.524,0.18799999999999994,0.18800330969681522,0.476,0.812,0.8119966903031848
802,15,ShiftAwareAdaptiveTrust,shift,0.44017465429438446,0.24847728394605942,0.524,0.18799999999999994,0.33589868384291316,0.476,0.812,0.6641013161570868
802,16,PredictionOnly,prediction,1.0,0.24831887486602447,0.844,0.48,0.844,0.156,0.52,0.15600000000000003
802,16,OnlineOnly,online,0.0,0.24831887486602447,0.844,0.48,0.48,0.156,0.52,0.52
802,16,StaticMixture,static,0.25,0.24831887486602447,0.844,0.48,0.571,0.156,0.52,0.42900000000000005
802,16,Hedge,hedge,5.030430301755148e-06,0.24831887486602447,0.844,0.48,0.48000183107662986,0.156,0.52,0.5199981689233701
802,16,ShiftAwareAdaptiveTrust,shift,0.45075795965987786,0.24831887486602447,0.844,0.48,0.6440758973161955,0.156,0.52,0.3559241026838045
802,17,PredictionOnly,prediction,1.0,0.25696719432822324,0.716,0.32399999999999995,0.716,0.284,0.676,0.28400000000000003
802,17,OnlineOnly,online,0.0,0.25696719432822324,0.716,0.32399999999999995,0.32399999999999995,0.284,0.676,0.676
802,17,StaticMixture,static,0.25,0.25696719432822324,0.716,0.32399999999999995,0.42199999999999993,0.284,0.676,0.5780000000000001
802,17,Hedge,hedge,2.4290691761654007e-06,0.25696719432822324,0.716,0.32399999999999995,0.32400095219511704,0.284,0.676,0.675999047804883
802,17,ShiftAwareAdaptiveTrust,shift,0.4509063037951761,0.25696719432822324,0.716,0.32399999999999995,0.500755271087709,0.284,0.676,0.499244728912291
802,18,PredictionOnly,prediction,1.0,0.25014155367932567,0.6719999999999999,0.040000000000000036,0.6719999999999999,0.328,0.96,0.32800000000000007
802,18,OnlineOnly,online,0.0,0.25014155367932567,0.6719999999999999,0.040000000000000036,0.040000000000000036,0.328,0.96,0.96
802,18,StaticMixture,static,0.25,0.25014155367932567,0.6719999999999999,0.040000000000000036,0.198,0.328,0.96,0.802
802,18,Hedge,hedge,1.1090562726855737e-06,0.25014155367932567,0.6719999999999999,0.040000000000000036,0.04000070092356437,0.328,0.96,0.9599992990764357
802,18,ShiftAwareAdaptiveTrust,shift,0.45414511218902764,0.25014155367932567,0.6719999999999999,0.040000000000000036,0.3270197109034655,0.328,0.96,0.6729802890965345
802,19,PredictionOnly,prediction,1.0,0.24159527993658916,0.724,0.21199999999999997,0.724,0.276,0.788,0.276
802,19,OnlineOnly,online,0.0,0.24159527993658916,0.724,0.21199999999999997,0.21199999999999997,0.276,0.788,0.788
802,19,StaticMixture,static,0.25,0.24159527993658916,0.724,0.21199999999999997,0.33999999999999997,0.276,0.788,0.66
802,19,Hedge,hedge,3.133326869328924e-07,0.24159527993658916,0.724,0.21199999999999997,0.21200016042633565,0.276,0.788,0.7879998395736644
802,19,ShiftAwareAdaptiveTrust,shift,0.4286705227530712,0.24159527993658916,0.724,0.21199999999999997,0.43147930764957243,0.276,0.788,0.5685206923504276
802,20,PredictionOnly,prediction,1.0,0.22575472620848303,0.8160000000000001,0.04800000000000004,0.8160000000000001,0.184,0.952,0.18399999999999994
