user_idx,n_windows,spearman_rho,spearman_p_value
348,3,-0.8660254037844387,0.33333333333333326
349,14,-0.11208791208791209,0.7028331631967695
350,3,1.0,0.0
351,7,0.4642857142857144,0.29393410760025196
352,12,-0.6947411187642788,0.012158444463298657
355,21,-0.39116317549289553,0.07953074367909166
359,14,,
360,7,-0.4504687313477795,0.310429301851323
361,6,,
365,16,-0.45847514003826884,0.07408321839094424
366,16,0.21339225791815683,0.42746671154599514
368,5,-0.6668859288553501,0.21889398131323157
369,7,-0.21821789023599242,0.638298871640929
370,8,0.46355253465055324,0.24732326280728606
371,14,,
372,6,,
373,20,-0.300452147958156,0.19804872563819817
375,6,0.5161002296110789,0.29458374146246064
376,4,0.7378647873726218,0.26213521262737816
377,5,-0.6,0.28475697986529386
378,3,-1.0,0.0
379,5,-0.6668859288553501,0.21889398131323157
382,14,-0.38496423152811765,0.1740849467628654
385,9,0.2333333333333333,0.5456987782182728
386,3,-0.8660254037844387,0.33333333333333326
388,15,-0.42808900293857466,0.11140674850733573
395,10,0.1740776559556978,0.6305360755569765
397,8,-0.12049067317796998,0.7762570690924105
400,15,-0.4726964228567686,0.07517622782707174
403,5,0.39999999999999997,0.5046315754686912
405,4,0.7999999999999999,0.2000000000000001
408,5,-0.09999999999999999,0.8728885715695384
410,4,0.7999999999999999,0.2000000000000001
411,17,-0.11432137573218784,0.6621889182735841
413,6,,
414,12,-0.22416846986827083,0.4836659657010077
415,43,0.25439937872679,0.0997097823142452
416,18,-0.05815273829451714,0.8187119333059834
418,29,-0.25847847187926415,0.1757809365382322
419,5,-0.19999999999999998,0.7470600781046621
420,4,0.19999999999999998,0.8
423,13,-0.00836918581323271,0.9783520328175543
424,8,-0.36596252735569995,0.37262472702449545
426,8,-0.7857142857142858,0.020815127253525273
429,8,-0.28234145428063595,0.4980711046629202
432,22,-0.294555488350706,0.18329060876022532
433,4,-0.7378647873726218,0.26213521262737816
437,3,-0.8660254037844387,0.33333333333333326
438,36,0.23609170904056487,0.16567204661948154
439,8,-0.5143707412705535,0.19216591227117663
